Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Name,CTS Code,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,GCAM,Low Demand,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.1774,15.1683,15.01,14.8333,15.0069,15.8077,15.7817
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,GCAM,Nationally Determined Contributions (NDCs),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.1774,15.1494,15.0189,15.1477,15.4244,15.7281,15.6749
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,GCAM,Net Zero 2050 (Orderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.1774,15.4396,15.7417,15.9352,16.3085,17.7397,17.8417
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Below 2°C,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.8334,2.9525,2.8619,3.0567,3.4044,3.8656,4.024
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.8334,2.956,3.2643,3.4954,4.0756,4.4317,4.6459
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.8334,2.956,3.2643,3.0125,3.5349,4.1514,3.6428
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Fragmented World,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.8334,2.956,3.2643,3.6591,3.9186,4.1148,5.0698
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Low Demand,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.8334,2.9525,2.828,3.1963,3.2131,6.6579,1.1293
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.8334,2.9525,3.277,3.3099,4.0245,4.1469,4.6724
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.8334,2.9525,4.4972,4.1013,8.449,2.4273,3.2723
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Below 2°C,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,12.3944,13.1936,13.1533,14.3813,15.7881,17.0372
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Current Policies (Hot house world scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,12.923,13.7395,14.0862,15.7503,17.553,19.4513
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,12.923,13.7395,13.6337,14.3796,15.898,17.1657
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Fragmented World,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,12.923,13.7395,13.8446,15.3055,17.0406,18.6781
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Low Demand,US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,11.7366,11.065,11.3465,12.1038,12.9514,13.7653
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,12.8033,13.4785,13.705,15.3123,17.1199,18.7941
Kuwait,KW,KWT,Transition Pathways,Energy prices,Price: Oil,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),US$2010/GJ,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,12.1243,12.6335,12.2863,12.9663,13.827,14.5051
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0585,0.1351,0.2331,0.3242,0.3741,0.3709,0.3555
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0613,0.1269,0.1905,0.2206,0.2342,0.2195,0.2014
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0635,0.1301,0.1946,0.2767,0.3513,0.3616,0.3523
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0635,0.1296,0.1938,0.2257,0.2409,0.2297,0.2086
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0567,0.1068,0.1812,0.2843,0.3533,0.3267,0.2813
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0609,0.1295,0.1912,0.2287,0.2562,0.2702,0.2622
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0548,0.1322,0.261,0.3723,0.4075,0.3542,0.3422
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0029,0.0094,0.0514,0.1423,0.2345,0.2948,0.4213
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0031,0.0084,0.0149,0.0501,0.1228,0.2125,0.27
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0034,0.0092,0.0159,0.1012,0.2305,0.3188,0.4647
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0033,0.0082,0.0144,0.0927,0.1386,0.2125,0.3532
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0045,0.0121,0.117,0.259,0.3248,0.2997,0.27
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0029,0.0096,0.0133,0.0801,0.1827,0.229,0.3324
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0025,0.0083,0.0815,0.1795,0.2954,0.3965,0.5468
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0057,0.0401,0.11,0.2151,0.3728,0.7352
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0035,0.0144,0.0364,0.0746,0.1411,0.2975
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0035,0.0145,0.0468,0.1544,0.3329,0.718
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0035,0.0144,0.0368,0.0744,0.1404,0.3044
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0049,0.0333,0.0721,0.1109,0.163,0.2803
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0046,0.0241,0.0651,0.1321,0.2555,0.5376
Kuwait,KW,KWT,Transition Pathways,Primary energy,Solar,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0064,0.0654,0.1425,0.2536,0.4121,0.8072
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0007,0.001,0.0013,0.0018,0.0012,0.0009,0.0007
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0008,0.0011,0.0015,0.002,0.0025,0.0028,0.0029
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0008,0.0011,0.0015,0.0018,0.002,0.0014,0.001
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0009,0.0012,0.0016,0.002,0.0027,0.0029,0.0031
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0009,0.0011,0.0011,0.0006,0.0003,0.0002
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0007,0.001,0.0014,0.0018,0.0024,0.0024,0.0022
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.001,0.0012,0.0012,0.0006,0.0003,0.0002
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.006,0.0073,0.0056,0.0042,0.0024,0.0018,0.0015
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0066,0.0097,0.0097,0.0108,0.0101,0.0088,0.0078
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0065,0.0096,0.0096,0.0056,0.0035,0.0026,0.0021
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0061,0.0082,0.0075,0.0067,0.004,0.0027,0.0019
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0054,0.0061,0.0063,0.0067,0.0062,0.0069,0.0081
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.006,0.0075,0.0067,0.0055,0.0031,0.0021,0.0016
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0058,0.007,0.0053,0.0067,0.0098,0.0088,0.0098
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.032,0.0619,0.0775,0.0471,0.0295,0.0303,0.0289
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0376,0.0757,0.123,0.1733,0.2351,0.2738,0.3057
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0369,0.0751,0.1231,0.1362,0.0631,0.0238,0.024
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0434,0.0855,0.1357,0.1887,0.2588,0.3082,0.3318
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0288,0.0532,0.0411,0.0392,0.0349,0.0237,0.0133
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0382,0.072,0.1077,0.1474,0.1846,0.1639,0.1477
Kuwait,KW,KWT,Transition Pathways,Final energy,Solids,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0302,0.0575,0.0423,0.0341,0.022,0.0121,0.0088
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Below 2°C,Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Current Policies (Hot house world scenario),Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Delayed Transition (Disorderly scenario),Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Fragmented World,Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Low Demand,Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Nationally Determined Contributions (NDCs),Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,GCAM,Net Zero 2050 (Orderly scenario),Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Below 2°C,Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Low Demand,Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Below 2°C,Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Fragmented World,Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Low Demand,Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Total non-CO2 emissions,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2-equiv/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,23.9397,19.9497,15.9598,11.9698,7.9799,3.99,0.0
Kuwait,KW,KWT,Transition Pathways,Primary energy,Wind,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0012,0.0222,0.0719,0.1006,0.1143,0.1205,0.1437
Kuwait,KW,KWT,Transition Pathways,Primary energy,Wind,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0012,0.0181,0.0459,0.0686,0.0945,0.1056,0.1115
Kuwait,KW,KWT,Transition Pathways,Primary energy,Wind,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0012,0.0182,0.0461,0.0827,0.1179,0.1182,0.1294
Kuwait,KW,KWT,Transition Pathways,Primary energy,Wind,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0012,0.0185,0.0476,0.0672,0.0962,0.1111,0.1159
Kuwait,KW,KWT,Transition Pathways,Primary energy,Wind,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0012,0.016,0.0548,0.0859,0.1128,0.143,0.152
Kuwait,KW,KWT,Transition Pathways,Primary energy,Wind,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0012,0.0197,0.049,0.0732,0.1022,0.1149,0.1265
Kuwait,KW,KWT,Transition Pathways,Primary energy,Wind,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0012,0.0232,0.0812,0.1037,0.1437,0.1768,0.2
Kuwait,KW,KWT,Transition Pathways,Primary energy,Wind,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0001,0.0094,0.0499,0.1068,0.1415,0.1886
Kuwait,KW,KWT,Transition Pathways,Primary energy,Wind,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0001,0.0001,0.0001,0.0147,0.0346,0.09
Kuwait,KW,KWT,Transition Pathways,Primary energy,Wind,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0001,0.0001,0.0248,0.1013,0.1527,0.25
Kuwait,KW,KWT,Transition Pathways,Primary energy,Wind,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0001,0.0001,0.012,0.0219,0.0628,0.1627
Kuwait,KW,KWT,Transition Pathways,Primary energy,Wind,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0431,0.123,0.1945,0.2158,0.2399
